,FLEET,AC CODE,"FLT#
(OB)","FLT#
(IB)",ORIG,DEST,"DEST
(ret)","ORIG
(ret)","DEP OB
(HHMM)","ARR OB
(HHMM)","BLOCK OB
(HHMM)","DEP IB
(HHMM)","ARR IB
(HHMM)","BLOCK IB
(HHMM)",OPR,,,,,,,
Hawaii,320/I,321E,630,631,PHX,HNL,HNL,PHX,1345,1755,0710,2145,0651,0606,NAC,,,,,,,
Hawaii,320/I,321E,654,639,PHX,HNL,HNL,PHX,0810,1220,0710,1450,2356,0606,NAC,,,,,,,
Hawaii,320/I,321E,608,609,PHX,KOA,KOA,PHX,1405,1807,0702,2215,0715,0600,NAC,,,,,,,
Hawaii,320/I,321E,674,675,PHX,LIH,LIH,PHX,1330,1748,0718,2105,0617,0612,NAC,,,,,,,
Hawaii,320/I,321E,668,671,PHX,OGG,OGG,PHX,1455,1855,0700,2225,0723,0558,NAC,,,,,,,
Hawaii,320/I,321E,665,659,PHX,OGG,OGG,PHX,0830,1230,0700,1445,2343,0558,NAC,,,,,,,
Domestic,320/D,319W,1220,1253,RDU,DTW,DTW,RDU,1115,1305,0150,1355,1540,0145,NAC,,,,,,,
Domestic,E175,E7S,4472,4473,RDU,DTW,DTW,RDU,2140,2330,0150,0700,0845,0145,RBD,,,,,,,
Domestic,E175,E7S,4120,4121,RDU,DTW,DTW,RDU,1400,1550,0150,1630,1815,0145,RBD,,,,,,,
Domestic,E175,E7S,4130,4131,RDU,DTW,DTW,RDU,1640,1830,0150,1910,2055,0145,RBD,,,,,,,
Domestic,320/D,321E,3164,3165,MIA,PDX,PDX,MIA,1915,2245,0630,2355,0835,0540,NAC,,,,,,,
Caribbean,320/I,319W,1248,1248,MIA,PLS,PLS,MIA,0850,1041,0151,1115,1317,0202,NAC,,,,,,,
Domestic,737/D,738K,1756,1757,ORD,PDX,PDX,ORD,1150,1427,0437,1512,2055,0343,NAC,,,,,,,
Domestic,E175,E7W,3702,3703,RDU,ECP,ECP,RDU,2200,2359,0159,0600,0750,0150,EMY,,,,,,,
Domestic,E175,E7W,3670,3671,RDU,ECP,ECP,RDU,1000,1159,0159,1239,1429,0150,EMY,,,,,,,
Domestic,320/D,319S,756,756,RDU,EGE,EGE,RDU,0810,1018,0408,1450,2024,0334,NAC,,,,,,,
Domestic,E145,EMJ,3652,3653,RDU,EVV,EVV,RDU,2204,2359,0155,0600,0744,0144,EMY,,,,,,,
Canada,320/D,H205,1286,1287,SFO,YVR,YVR,SFO,1030,1250,0220,1340,1559,0219,AAH,,,,,,,
Domestic,320/D,H205,716,1193,DEN,BIL,BIL,DEN,1030,1212,0142,1257,1425,0128,OLD,,,,,,,
Domestic,320/D,H205,684,2447,DEN,BWI,BWI,DEN,1055,1619,0324,1704,1851,0347,OLD,,,,,,,
Domestic,320/D,H205,1160,1161,SFO,MSP,MSP,SFO,1105,1644,0339,1729,1942,0413,OLD,,,,,,,
Domestic,320/D,H205,982,987,SFO,MCI,MCI,SFO,1155,1723,0328,1808,2009,0401,OLD,,,,,,,
Domestic,320/D,H205,1672,2320,DEN,MSP,MSP,DEN,1210,1509,0159,1554,1656,0202,OLD,,,,,,,
Domestic,320/D,H205,1808,1829,DEN,MFR,MFR,DEN,1220,1408,0248,1453,1810,0217,OLD,,,,,,,
Domestic,320/D,H205,362,365,SFO,MCI,MCI,SFO,1225,1753,0328,1838,2039,0401,OLD,,,,,,,
Domestic,320/D,H205,1710,1735,DEN,PSP,PSP,DEN,1255,1418,0223,1503,1801,0158,OLD,,,,,,,
Domestic,320/D,H205,990,1340,DEN,SEA,SEA,DEN,1345,1538,0253,1623,1947,0224,OLD,,,,,,,
Domestic,320/D,H205,1048,1049,SFO,SAN,SAN,SFO,1350,1529,0139,1614,1800,0146,OLD,,,,,,,
Domestic,320/D,H205,1974,2005,DEN,CMH,CMH,DEN,1415,1902,0247,1947,2050,0303,OLD,,,,,,,
Domestic,320/D,H205,995,1355,DEN,SEA,SEA,DEN,1440,1633,0253,1718,2042,0224,OLD,,,,,,,
Domestic,320/D,H205,1166,319,SFO,SEA,SEA,SFO,1440,1646,0206,1731,1937,0206,OLD,,,,,,,
Domestic,320/D,H205,408,2049,DEN,FCA,FCA,DEN,1500,1717,0217,1802,1959,0157,OLD,,,,,,,
Domestic,320/D,H205,998,1003,DEN,IND,IND,DEN,1505,1933,0228,2018,2058,0240,OLD,,,,,,,
Domestic,320/D,H205,2486,2486,DEN,RNO,RNO,DEN,1545,1713,0228,1758,2058,0200,OLD,,,,,,,
Canada,320/D,H205,1606,2403,DEN,YVR,YVR,DEN,1555,1759,0304,1849,2223,0234,OLD,,,,,,,
Domestic,320/D,H205,1796,1827,DEN,MSO,MSO,DEN,1610,1819,0209,1904,2053,0149,OLD,,,,,,,
Domestic,320/D,H205,1250,1251,SFO,ONT,ONT,SFO,1610,1742,0132,1827,2005,0138,OLD,,,,,,,
Domestic,320/D,H205,2016,411,DEN,FCA,FCA,DEN,1655,1912,0217,1957,2154,0157,OLD,,,,,,,
Domestic,320/D,H205,1836,1837,SFO,SLC,SLC,SFO,1735,2028,0153,2113,2219,0206,OLD,,,,,,,
Domestic,320/D,H205,2046,681,SFO,SNA,SNA,SFO,1800,1932,0132,2017,2155,0138,OLD,,,,,,,
Domestic,320/D,H205,2347,1703,DEN,DFW,DFW,DEN,1835,2118,0143,2203,2258,0155,OLD,,,,,,,
Domestic,320/D,H205,1728,2469,DEN,SDF,SDF,DEN,1920,2353,0233,0038,0124,0246,OLD,,,,,,,
Domestic,320/D,H205,2006,2007,SFO,SBA,SBA,SFO,2005,2129,0124,2214,2341,0127,OLD,,,,,,,
Domestic,320/D,321E,1454,1497,LAX,MCO,MCO,LAX,1051,1836,0445,1936,2159,0523,NAC,,,,,,,
Canada,320/D,H205,2038,2065,DEN,YYC,YYC,DEN,2020,2253,0233,2343,0156,0213,OLD,,,,,,,
Domestic,320/D,H205,680,1261,SFO,SNA,SNA,SFO,2035,2207,0132,2252,0030,0138,OLD,,,,,,,
Domestic,320/D,H205,920,925,DEN,CID,CID,DEN,2055,2354,0159,0039,0143,0204,OLD,,,,,,,
Domestic,320/D,H205,2190,721,DEN,BIL,BIL,DEN,2105,2247,0142,2332,0100,0128,OLD,,,,,,,
Domestic,320/D,H205,1698,1699,SFO,PSP,PSP,SFO,2125,2301,0136,2346,0130,0144,OLD,,,,,,,
Caribbean,320/I,320N,4402,4403,SJU,BWI,BWI,SJU,0210,0606,0356,0705,1047,0342,PFT,,,,,,,
Caribbean,320/I,320N,4166,4167,SJU,ATL,ATL,SJU,0600,0949,0349,1050,1426,0336,PFT,,,,,,,
Domestic,320/D,320N,4412,4413,LAS,CVG,CVG,LAS,0625,1313,0348,1358,1523,0425,PFT,,,,,,,
Domestic,320/D,320N,4606,4607,ATL,LAS,LAS,ATL,0630,0803,0433,0848,1531,0343,PFT,,,,,,,
Domestic,320/D,320N,4318,4319,DFW,LGA,LGA,DFW,0630,1047,0317,1132,1406,0334,PFT,,,,,,,
Caribbean,320/I,320N,4388,4389,SJU,EWR,EWR,SJU,0705,1104,0359,1205,1553,0348,PFT,,,,,,,
Domestic,320/D,320N,4972,4973,LAS,PHX,PHX,LAS,0715,0838,0123,0923,1050,0127,PFT,,,,,,,
Domestic,320/D,320N,3562,3563,LAS,MDW,MDW,LAS,0735,1306,0331,1351,1555,0404,PFT,,,,,,,
Caribbean,320/I,320N,3576,3577,SJU,MCO,MCO,SJU,0750,1107,0317,1205,1501,0256,PFT,,,,,,,
Caribbean,320/I,320N,4886,4887,MCO,PSE,PSE,MCO,0755,1050,0255,1150,1505,0315,PFT,,,,,,,
Domestic,320/D,320N,3270,3271,LAS,PHX,PHX,LAS,0800,0923,0123,1008,1135,0127,PFT,,,,,,,
Caribbean,320/I,320N,4174,4175,SJU,TPA,TPA,SJU,0820,1144,0324,1245,1546,0301,PFT,,,,,,,
Domestic,320/D,320N,4812,4813,LAS,SFO,SFO,LAS,0830,1014,0144,1059,1234,0135,PFT,,,,,,,
Domestic,320/D,320N,4080,4081,LAS,DEN,DEN,LAS,0835,1118,0143,1203,1309,0206,PFT,,,,,,,
Domestic,320/D,320N,3508,3509,LAS,EWR,EWR,LAS,0900,1648,0448,1733,2011,0538,PFT,,,,,,,
Domestic,320/D,320N,3426,3427,DEN,PHX,PHX,DEN,0900,1001,0201,1046,1328,0142,PFT,,,,,,,
Caribbean,320/I,320N,4778,4779,SJU,BDL,BDL,SJU,0920,1324,0404,1425,1821,0356,PFT,,,,,,,
Domestic,320/D,320N,4658,4659,DEN,DFW,DFW,DEN,0930,1213,0143,1530,1625,0155,PFT,,,,,,,
Caribbean,320/I,320N,4374,4375,SJU,PHL,PHL,SJU,0945,1341,0356,1441,1825,0344,PFT,,,,,,,
Caribbean,320/I,320N,4380,4381,SJU,POS,POS,SJU,1005,1202,0157,1305,1509,0204,PFT,,,,,,,
Caribbean,320/I,320N,4644,4645,SJU,PUJ,PUJ,SJU,1010,1129,0119,1230,1346,0116,PFT,,,,,,,
Domestic,320/D,320N,4070,4071,SEA,SLC,SLC,SEA,1020,1323,0203,1408,1522,0214,PFT,,,,,,,
Domestic,320/D,320N,4426,4427,DEN,BUR,BUR,DEN,1035,1208,0233,1255,1601,0206,PFT,,,,,,,
Domestic,320/D,320N,3272,3273,SFO,SLC,SLC,SFO,1040,1333,0153,1418,1524,0206,PFT,,,,,,,
Caribbean,320/I,320N,4064,4065,SJU,BWI,BWI,SJU,1045,1441,0356,1540,1922,0342,PFT,,,,,,,
Mexico,320/I,320N,24,25,CLE,CUN,CUN,CLE,1045,1322,0337,1317,1747,0330,PFT,,,,,,,
Central America,320/I,320N,4766,4767,MCO,SAL,SAL,MCO,1105,1211,0306,1311,1806,0255,PFT,,,,,,,
Domestic,320/D,320N,4900,4901,DEN,FSD,FSD,DEN,1105,1344,0139,1445,1524,0139,PFT,,,,,,,
Domestic,320/D,320N,4288,4289,ATL,RSW,RSW,ATL,1110,1257,0147,1342,1521,0139,PFT,,,,,,,
Domestic,320/D,320N,4442,4443,DFW,BWI,BWI,DFW,1125,1523,0258,1608,1820,0312,PFT,,,,,,,
Domestic,320/D,320N,3532,3533,DEN,BUR,BUR,DEN,1140,1313,0233,1405,1711,0206,PFT,,,,,,,
Domestic,320/D,320N,3282,3283,DEN,BUF,BUF,DEN,1200,1710,0310,1745,1915,0330,PFT,,,,,,,
Domestic,320/D,320N,4722,4723,ATL,MSY,MSY,ATL,1200,1245,0145,1330,1555,0125,PFT,,,,,,,
Domestic,320/D,320N,4954,4955,DEN,DRO,DRO,DEN,1215,1338,0123,1515,1625,0110,PFT,,,,,,,
Caribbean,320/I,320N,3024,3025,SJU,JAX,JAX,SJU,1235,1604,0329,1705,2012,0307,PFT,,,,,,,
Caribbean,320/I,320N,3276,3277,SJU,SXM,SXM,SJU,1320,1438,0118,1540,1702,0122,PFT,,,,,,,
Domestic,320/D,320N,4158,4159,ATL,MSP,MSP,ATL,1330,1507,0237,1552,1907,0215,PFT,,,,,,,
Domestic,320/D,320N,4326,4327,DEN,SJC,SJC,DEN,1400,1547,0247,1625,1941,0216,PFT,,,,,,,
Caribbean,320/I,320N,4480,4481,SJU,EWR,EWR,SJU,1405,1804,0359,1905,2253,0348,PFT,,,,,,,
Domestic,320/D,320N,4386,4387,ATL,CLE,CLE,ATL,1430,1622,0152,1707,1850,0143,PFT,,,,,,,
Domestic,320/D,320N,4142,4143,SFO,PDX,PDX,SFO,1450,1642,0152,1727,1919,0152,PFT,,,,,,,
Domestic,320/D,320N,4128,4129,DEN,MDW,MDW,DEN,1515,1835,0220,1920,2050,0230,PFT,,,,,,,
Domestic,320/D,320N,4700,4701,ATL,TPA,TPA,ATL,1530,1707,0137,1752,1919,0127,PFT,,,,,,,
Domestic,320/D,320N,4872,4873,MSP,MDW,MDW,MSP,1535,1705,0130,1750,1926,0136,PFT,,,,,,,
Domestic,320/D,320N,4998,4999,LAS,DEN,DEN,LAS,1625,1908,0143,1953,2059,0206,PFT,,,,,,,
Domestic,320/D,320N,4118,4119,ATL,DTW,DTW,ATL,1630,1826,0156,1911,2057,0146,PFT,,,,,,,
Caribbean,320/I,320N,4544,4545,SJU,PHL,PHL,SJU,1635,2031,0356,2130,0114,0344,PFT,,,,,,,
Caribbean,320/I,320N,4058,4059,SJU,STT,STT,SJU,1725,1837,0112,1920,2033,0113,PFT,,,,,,,
Domestic,320/D,320N,4806,4807,DEN,LAX,LAX,DEN,1730,1854,0224,1939,2245,0206,PFT,,,,,,,
Domestic,320/D,320N,4636,4637,DFW,EGE,EGE,DFW,1800,1918,0218,2003,2257,0154,PFT,,,,,,,
Domestic,320/D,320N,4328,4329,MSP,MDW,MDW,MSP,1845,2015,0130,2100,2236,0136,PFT,,,,,,,
Domestic,320/D,320N,4414,4415,DEN,MSY,MSY,DEN,1900,2239,0239,0615,0802,0247,PFT,,,,,,,
Domestic,320/D,320N,4026,4027,DEN,SLC,SLC,DEN,1910,2049,0139,2134,2254,0120,PFT,,,,,,,
Mexico,320/I,320N,3514,3515,MCO,CUN,CUN,MCO,1925,2029,0204,2024,2321,0157,PFT,,,,,,,
Caribbean,320/I,320N,4566,4567,SJU,TPA,TPA,SJU,1930,2254,0324,2359,0300,0301,PFT,,,,,,,
Domestic,320/D,320N,4466,4467,MCO,PHX,PHX,MCO,1950,2136,0446,2221,0527,0406,PFT,,,,,,,
Domestic,320/D,320N,4536,4537,LAS,DTW,DTW,LAS,1955,0251,0356,0510,0644,0434,PFT,,,,,,,
Domestic,320/D,320N,3586,3587,DEN,SJC,SJC,DEN,2045,2232,0247,0515,0831,0216,PFT,,,,,,,
Central America,320/I,320N,186,187,MCO,GUA,GUA,MCO,2100,2205,0305,0000,0451,0251,PFT,,,,,,,
Domestic,320/D,320N,4598,4599,SFO,PHX,PHX,SFO,2100,2258,0158,2343,0154,0211,PFT,,,,,,,
Central America,320/I,320N,4314,4315,MCO,SAP,SAP,MCO,2140,2227,0247,2327,0404,0237,PFT,,,,,,,
Domestic,320/D,320N,3526,3527,AUS,MDW,MDW,AUS,2205,0039,0234,0640,0927,0247,PFT,,,,,,,
Caribbean,320/I,320N,4310,4311,MCO,BQN,BQN,MCO,2225,0114,0249,0215,0524,0309,PFT,,,,,,,
Domestic,320/D,320N,3550,3551,SFO,ATL,ATL,SFO,2230,0556,0426,1900,2124,0524,PFT,,,,,,,
Domestic,320/D,320N,4752,4753,LAS,IAH,IAH,LAS,2230,0328,0258,0725,0848,0323,PFT,,,,,,,
Caribbean,320/I,320N,36,37,SJU,PUJ,PUJ,SJU,2240,2359,0119,0500,0616,0116,PFT,,,,,,,
Domestic,320/D,320N,4772,4773,DEN,MDW,MDW,DEN,2240,0200,0220,0735,0905,0230,PFT,,,,,,,
Domestic,320/D,320N,4760,4761,SFO,ONT,ONT,SFO,2240,0012,0132,500,0638,0138,PFT,,,,,,,
Domestic,320/D,320N,4258,4259,BOS,MDW,MDW,BOS,2308,0047,0239,0635,0954,0219,PFT,,,,,,,
Domestic,320/D,320N,4148,4149,DEN,IAH,IAH,DEN,2340,0259,0219,0740,0900,0220,PFT,,,,,,,
Caribbean,320/I,320N,4958,4959,SJU,MIA,MIA,SJU,2345,0245,0300,0345,0625,0240,PFT,,,,,,,
Domestic,320/D,320N,4316,4317,DEN,SNA,SNA,DEN,2350,0122,0232,0825,1131,0206,PFT,,,,,,,
Domestic,320/D,320N,4298,4299,FLL,PVD,PVD,FLL,0630,0930,0300,1015,1326,0311,PFT,,,,,,,
Domestic,320/D,320N,4890,4891,MCO,ATL,ATL,MCO,0640,0808,0128,0853,1029,0136,PFT,,,,,,,
Domestic,320/D,320N,4572,4573,LAS,BUR,BUR,LAS,0700,0825,0125,0910,1030,0120,PFT,,,,,,,
Domestic,320/D,320N,4762,4763,FLL,EWR,EWR,FLL,0845,1132,0247,1217,1512,0255,PFT,,,,,,,
Domestic,320/D,320N,3596,3597,MCO,BNA,BNA,MCO,0905,1008,0203,1053,1350,0157,PFT,,,,,,,
Domestic,320/D,320N,4136,4137,LAS,BNA,BNA,LAS,0925,1502,0337,1547,1800,0413,PFT,,,,,,,
Caribbean,320/I,320N,3284,3285,EWR,PUJ,PUJ,EWR,1031,1415,0344,1515,1907,0352,PFT,,,,,,,
Caribbean,320/I,320N,4508,4509,SJU,PUJ,PUJ,SJU,1140,1259,0119,1245,1401,0116,PFT,,,,,,,
Domestic,320/D,320N,4646,4647,FLL,ISP,ISP,FLL,1145,1434,0249,1519,1818,0259,PFT,,,,,,,
Domestic,320/D,320N,4608,4609,SJC,SAN,SAN,SJC,1325,1502,0137,1547,1730,0143,PFT,,,,,,,
Domestic,320/D,320N,4454,4455,EWR,BNA,BNA,EWR,1430,1554,0224,1639,1947,0208,PFT,,,,,,,
Domestic,320/D,320N,3120,3121,FLL,EWR,EWR,FLL,1430,1717,0247,1802,2057,0255,PFT,,,,,,,
Caribbean,320/I,320N,4628,4629,SJU,SDQ,SDQ,SJU,1550,1717,0127,1820,1941,0121,PFT,,,,,,,
Domestic,320/D,320N,4068,4069,MCO,DCA,DCA,MCO,1600,1813,0213,1858,2116,0218,PFT,,,,,,,
Domestic,320/D,320N,4948,4949,LAS,BUR,BUR,LAS,1630,1755,0125,1835,1955,0120,PFT,,,,,,,
Domestic,320/D,320N,4162,4163,LAS,MCI,MCI,LAS,2315,0404,0249,0449,0604,0315,PFT,,,,,,,
Domestic,320/D,320N,3516,3517,FLL,JFK,JFK,FLL,2355,0242,0247,0625,0920,0255,PFT,,,,,,,
Alaska,737/D,39E,162,163,ANC,OTZ,OTZ,ANC,0625,2244,1619,2334,1553,1619,AUR,,,,,,,
Domestic,737/D,39E,2064,2099,DEN,MIA,MIA,DEN,0640,1229,0349,0848,1058,0410,OLD,,,,,,,
Domestic,737/D,39E,1010,1015,DEN,LAX,LAX,DEN,0710,0834,0224,1307,1613,0206,OLD,,,,,,,
Domestic,737/D,39E,1071,1070,SFO,PDX,PDX,SFO,0720,0912,0152,0957,1149,0152,OLD,,,,,,,
Domestic,737/D,39E,2030,2061,DEN,SAN,SAN,DEN,0740,0913,0233,1101,1408,0207,OLD,,,,,,,
Alaska,737/D,39E,516,517,ANC,LAX,LAX,ANC,0825,1418,0453,1508,1940,0532,AUR,,,,,,,
Domestic,737/D,39E,658,667,PDX,BWI,BWI,PDX,0830,1632,0502,1717,2008,0551,AUR,,,,,,,
Domestic,737/D,39E,2202,1055,DEN,BZN,BZN,DEN,0835,1026,0151,1111,1245,0134,OLD,,,,,,,
Domestic,737/D,39E,1798,1831,DEN,EWR,EWR,DEN,0850,1426,0336,1054,1256,0402,OLD,,,,,,,
Domestic,737/D,39E,1108,1113,DEN,LAS,LAS,DEN,0915,1021,0206,1106,1349,0143,OLD,,,,,,,
Mexico,737/D,39E,1464,1465,PDX,SJD,SJD,PDX,0945,1342,0357,1537,1950,0413,AUR,,,,,,,
Domestic,737/D,39E,898,267,SFO,SEA,SEA,SFO,1025,1231,0206,1316,1522,0206,OLD,,,,,,,
Domestic,737/D,39E,728,733,DEN,LAS,LAS,DEN,1130,1236,0206,1321,1604,0143,OLD,,,,,,,
Alaska,737/D,39E,512,513,ANC,SFO,SFO,ANC,1200,1728,0428,1818,2211,0453,AUR,,,,,,,
Domestic,737/D,39E,2204,2205,PDX,SAN,SAN,PDX,1230,1502,0232,1547,1825,0238,AUR,,,,,,,
Domestic,737/D,39E,1127,1126,DEN,PDX,PDX,DEN,1340,1530,0250,1615,1935,0220,OLD,,,,,,,
Domestic,737/D,39E,1610,1631,DEN,ORD,ORD,DEN,1345,1653,0208,1738,1913,0235,OLD,,,,,,,
Alaska,737/D,39E,94,95,ANC,PDX,PDX,ANC,1350,1824,0334,1914,2211,0357,AUR,,,,,,,
Domestic,737/D,39E,974,979,SFO,IAH,IAH,SFO,1410,1953,0343,2038,2255,0417,OLD,,,,,,,
Domestic,737/D,39E,548,549,PDX,PSP,PSP,PDX,1410,1635,0225,1720,1951,0231,AUR,,,,,,,
Domestic,737/D,39E,907,908,SFO,DEN,DEN,SFO,1500,1817,0217,1902,2051,0249,OLD,,,,,,,
Domestic,737/D,39E,2042,2043,PDX,PHX,PHX,PDX,1505,1743,0238,1828,2118,0250,AUR,,,,,,,
Domestic,737/D,39E,1922,1923,SFO,SAN,SAN,SFO,1550,1729,0139,1814,2000,0146,OLD,,,,,,,
Domestic,737/D,39E,1522,1523,SFO,EWR,EWR,SFO,1645,0111,0526,0750,1112,0622,OLD,,,,,,,
Domestic,737/D,39E,1172,1195,DEN,PSP,PSP,DEN,1705,1828,0223,1913,2211,0158,OLD,,,,,,,
Hawaii,737/D,39E,500,501,ANC,HNL,HNL,ANC,1750,2207,0617,2257,0705,0608,AUR,,,,,,,
Domestic,737/D,39E,376,377,SFO,EWR,EWR,SFO,1905,0331,0526,0750,1112,0622,OLD,,,,,,,
Domestic,737/D,39E,46,47,PDX,EWR,EWR,PDX,1920,0330,0510,0605,0906,0601,AUR,,,,,,,
Alaska,737/D,39E,596,597,ANC,DEN,DEN,ANC,1935,0230,0455,0550,0933,0543,AUR,,,,,,,
Domestic,737/D,39E,908,907,DEN,SFO,SFO,DEN,2125,2314,0249,2359,0316,0217,OLD,,,,,,,
Domestic,737/D,39E,688,689,SFO,DEN,DEN,SFO,2340,0257,0217,0745,0934,0249,OLD,,,,,,,
Domestic,737/D,39E,644,645,SFO,LAS,LAS,SFO,2350,0125,0135,0540,0724,0144,OLD,,,,,,,
Domestic,737/D,39E,1842,1865,DEN,BOS,BOS,DEN,,,0353,,,0422,OLD,,2330,0523,0608,0830,0045,0045
Domestic,737/D,39E,2086,2131,DEN,LAX,LAX,DEN,,,0224,,,0206,OLD,,,,,,,
Domestic,737/D,39E,742,747,DEN,MIA,MIA,DEN,,,0349,,,0410,OLD,,,,,,,
Domestic,737/D,39E,522,527,DEN,PHL,PHL,DEN,,,0331,,,0356,OLD,,,,,,,
Domestic,737/D,39E,2432,2461,DEN,SAN,SAN,DEN,,,0233,,,0207,OLD,,,,,,,
Domestic,737/D,39E,1920,1943,DEN,TPA,TPA,DEN,,,0327,,,0344,OLD,,,,,,,
Hawaii,A339,330N,804,805,HNL,LAS,LAS,HNL,0715,1540,0525,1630,1944,0614,AAH,,,,,,,
Hawaii,A339,330N,42,43,HNL,SFO,SFO,HNL,0950,1738,0448,1828,2058,0530,AAH,,,,,,,
Mexico,737/D,738K,2354,2354,LAX,MEX,MEX,LAX,0827,1302,0335,1402,1653,0351,NAC,,,,,,,
Domestic,A339,330N,746,753,AUS,MIA,MIA,AUS,0800,1145,0245,1300,1509,0309,NAC,,,,,,,
Domestic,A339,330N,856,863,AUS,MCO,MCO,AUS,1130,1503,0233,1635,1830,0255,NAC,,,,,,,
Domestic,A339,330N,1938,1938,MIA,LAX,LAX,MIA,0736,1015,0539,1430,2229,0459,NAC,,,,,,,
Europe,A339,330N,214,213,BOS,LHR,LHR,BOS,2144,0930,0646,0830,1123,0753,NAC,,,,,,,
Europe,A339,330N,238,237,JFK,CDG,CDG,JFK,1638,0605,0727,0905,1145,0840,NAC,,,,,,,
Europe,A339,330N,212,211,JFK,DUB,DUB,JFK,1933,0710,0637,0920,1203,0743,NAC,,,,,,,
Europe,A339,330N,232,231,JFK,MAD,MAD,JFK,2141,1100,0719,1005,1238,0833,NAC,,2310,2310,2355,2355,0045,0045
Domestic,Q400,DH4,2380,2381,LAX,MFR,MFR,LAX,2120,2323,0203,1832,2020,0148,SSX,,,,,,,
Europe,A339,330N,216,215,JFK,LHR,LHR,JFK,1753,0600,0707,0930,1247,0817,NAC,,,,,,,
Europe,A339,330N,240,239,JFK,BCN,BCN,JFK,1813,0800,0747,1000,1304,0904,NAC,,,,,,,
Europe,A339,330N,270,271,JFK,ATH,ATH,JFK,1706,0915,0909,1105,1429,1024,NAC,,,,,,,
Europe,A339,330N,252,251,JFK,FCO,FCO,JFK,1857,0935,0838,1150,1550,1000,NAC,,,,,,,
Domestic,E145,EMJ,3610,3611,RDU,EVV,EVV,RDU,1000,1214,0214,1254,1521,0227,EMY,,,,,,,
Europe,A339,330N,256,255,AUS,LHR,LHR,AUS,1455,0651,0956,1102,1630,1128,NAC,,,,,,,
Europe,A339,330N,268,269,MIA,LHR,LHR,MIA,2030,1030,0900,1215,1745,1030,NAC,,,,,,,
Europe,A339,330N,264,263,MIA,MAD,MAD,MIA,2230,1325,0855,1500,1929,1029,NAC,,,,,,,
Europe,A339,330N,284,285,MIA,FCO,FCO,MIA,2210,1346,0936,1545,2048,1103,NAC,,,,,,,
Mexico,737/I,738K,144,145,MIA,CUN,CUN,MIA,1030,1126,0156,1230,1517,0147,NAC,,,,,,,
South America,A339,330N,946,947,MIA,GRU,GRU,MIA,1430,2355,0825,0130,0949,0919,NAC,,,,,,,
South America,A339,330N,972,973,MIA,SCL,SCL,MIA,2135,0620,0845,0800,1700,0900,NAC,,,,,,,
South America,A339,330N,975,976,MIA,EZE,EZE,MIA,2130,0742,0912,0905,1752,0947,NAC,,,,,,,
South America,A339,330N,966,967,MIA,GIG,GIG,MIA,2250,0824,0834,1000,1832,0932,NAC,,,,,,,
Mexico,A339,330N,142,143,DEN,CUN,CUN,DEN,1150,1622,0332,1617,1858,0341,OLD,,,,,,,
Pacific,A339,330N,471,470,HNL,SYD,SYD,HNL,1200,1833,1033,2108,1035,0927,AAH,,,,,,,
Hawaii,A339,330N,420,421,HNL,PDX,PDX,HNL,1212,2048,0536,0820,1143,0623,AAH,,,,,,,
Pacific,A339,330N,496,497,HNL,PPG,PPG,HNL,1300,1803,0603,0047,0730,0543,AAH,,,,,,,
Hawaii,A339,330N,12,11,HNL,SFO,SFO,HNL,1350,2138,0448,2228,0058,0530,AAH,,,,,,,
Asia,A339,330N,878,879,SFO,HND,HND,SFO,1407,1700,1053,0448,2220,0932,AAH,,,,,,,
Pacific,A339,330N,491,490,HNL,PPT,PPT,HNL,1550,2151,0601,2326,0540,0614,AAH,,,,,,,
Pacific,A339,330N,493,492,HNL,PPG,PPG,HNL,1630,2133,0603,2317,0600,0543,AAH,,,,,,,
Alaska,A339,330N,82,83,PDX,ANC,ANC,PDX,1805,2045,0340,0140,0600,0320,AAH,,,,,,,
Asia,A339,330N,5,6,PDX,HND,HND,PDX,2010,2228,1018,0058,1801,0903,AAH,,,,,,,
Europe,A339,330N,1,2,PDX,LHR,LHR,PDX,2040,1354,0914,1524,1733,1009,AAH,,,,,,,
Asia,737/D,330N,,,SFO,ICN,ICN,SFO,2115,0100,1145,0330,2156,1026,AAH,,,,,,,
Europe,A339,330N,,,SFO,LHR,LHR,SFO,2205,1607,1002,1737,2043,1106,OLD,,,,,,,
Asia,A339,330N,875,876,HNL,HND,HND,HNL,2210,0130,0820,0300,1513,0713,AAH,,,,,,,
Hawaii,A339,330N,808,809,HNL,LAS,LAS,HNL,2335,0800,0525,0500,0814,0614,AAH,,,,,,,
Asia,A339,330N,871,872,HNL,FUK,FUK,HNL,,,0925,,,0809,AAH,,2355,0420,0550,1859,0130,0130
Alaska,737/I,73G,98,99,JNU,ANC,ANC,JNU,0500,0702,0202,0752,0942,0150,AUR,,,,,,,
Alaska,737/I,73G,141,141,ADK,CDB,CDB,ADK,0500,0755,0155,0845,0953,0208,AUR,,,,,,,
Alaska,737/I,73G,116,116,WRG,KTN,KTN,WRG,0500,0613,0113,0703,0816,0113,AUR,,,,,,,
Alaska,737/I,73G,98,98,KTN,SIT,SIT,KTN,0500,0621,0121,0711,0829,0118,AUR,,,,,,,
Alaska,737/D,73G,114,115,ANC,SEA,SEA,ANC,0650,1113,0323,1203,1449,0346,AUR,,,,,,,
Alaska,737/D,73G,514,515,ANC,BET,BET,ANC,0720,0903,0143,0953,1127,0134,AUR,,,,,,,
